,pct_cli,pct_ili,pct_cli_anosmia_ageusia,pct_hh_cli,pct_cmnty_cli,pct_hh_fever,pct_hh_sore_throat,pct_hh_cough,pct_hh_shortness_of_breath,pct_hh_difficulty_breathing,mean_hh_cli_ct,mean_cmnty_cli_ct,pct_self_fever,pct_self_cough,pct_self_shortness_of_breath,pct_self_difficulty_breathing,pct_self_tiredness_or_exhaustion,pct_self_nasal_congestion,pct_self_runny_nose,pct_self_muscle_joint_aches,pct_self_sore_throat,pct_self_persistent_pain_pressure_in_chest,pct_self_nausea_vomiting,pct_self_diarrhea,pct_self_anosmia_ageusia,pct_self_other,pct_self_none_of_above,pct_self_multiple_symptoms,pct_tested_and_positive,pct_tested_and_negative,pct_tested_no_result,pct_could_not_get_tested,pct_did_not_try_to_get_tested,pct_worked_outside_home,pct_avoid_contact_all_or_most_time,mean_outside_hh_contact_at_work_ct,mean_outside_hh_contact_shopping_ct,mean_outside_hh_contact_in_social_gatherings_ct,pct_contact_covid_positive,pct_diabetes,pct_cancer,pct_heart_disease,pct_high_blood_pressure,pct_asthma,pct_chronic_lung_disease,pct_kidney_disease,pct_autoimmune_disorder,pct_no_above_medical_conditions,pct_multiple_medical_conditions,pct_cli_weighted,pct_ili_weighted,pct_cli_anosmia_ageusia_weighted,pct_hh_cli_weighted,pct_cmnty_cli_weighted,pct_hh_fever_weighted,pct_hh_sore_throat_weighted,pct_hh_cough_weighted,pct_hh_shortness_of_breath_weighted,pct_hh_difficulty_breathing_weighted,mean_hh_cli_ct_weighted,mean_cmnty_cli_ct_weighted,pct_self_fever_weighted,pct_self_cough_weighted,pct_self_shortness_of_breath_weighted,pct_self_difficulty_breathing_weighted,pct_self_tiredness_or_exhaustion_weighted,pct_self_nasal_congestion_weighted,pct_self_runny_nose_weighted,pct_self_muscle_joint_aches_weighted,pct_self_sore_throat_weighted,pct_self_persistent_pain_pressure_in_chest_weighted,pct_self_nausea_vomiting_weighted,pct_self_diarrhea_weighted,pct_self_anosmia_ageusia_weighted,pct_self_other_weighted,pct_self_none_of_above_weighted,pct_self_multiple_symptoms_weighted,pct_tested_and_positive_weighted,pct_tested_and_negative_weighted,pct_tested_no_result_weighted,pct_could_not_get_tested_weighted,pct_did_not_try_to_get_tested_weighted,pct_worked_outside_home_weighted,pct_avoid_contact_all_or_most_time_weighted,mean_outside_hh_contact_at_work_ct_weighted,mean_outside_hh_contact_shopping_ct_weighted,mean_outside_hh_contact_in_social_gatherings_ct_weighted,pct_contact_covid_positive_weighted,pct_diabetes_weighted,pct_cancer_weighted,pct_heart_disease_weighted,pct_high_blood_pressure_weighted,pct_asthma_weighted,pct_chronic_lung_disease_weighted,pct_kidney_disease_weighted,pct_autoimmune_disorder_weighted,pct_no_above_medical_conditions_weighted,pct_multiple_medical_conditions_weighted
pct_tested_no_result,0.157186352,0.173465566,0.183397729,0.179003171,0.284965743,0.189069476,0.166603183,-0.029490891,0.022952637,0.055882291,0.001606528,0.011298134,0.18257374,-0.055960835,-0.005259362,0.033538848,0.101987831,-0.032032842,-0.157798144,-0.022606218,0.144293672,0.079765638,0.13753063,0.098636784,0.170598572,-0.070051092,0.040779544,-0.007919227,0.188863946,0.231389113,1,-0.022047866,-0.45924488,0.147555369,-0.218594018,0.00524245,0.005248189,0.003613733,0.262366613,-0.07875602,-0.083126628,-0.099661794,-0.089590743,0.009230215,-0.100093015,-0.073957039,-0.011148906,0.097969444,-0.093790175,0.152576645,0.166895828,0.182676231,0.174608289,0.306737589,0.185412507,0.165748724,-0.019308544,0.033637621,0.065020152,0.001628428,0.011531834,0.177442267,-0.04446884,0.005207165,0.042835232,0.104527908,-0.031231179,-0.147435109,-0.008436299,0.142352021,0.083714287,0.140844244,0.099658008,0.167893052,-0.063283131,0.034001721,0.00088028,0.19901581,0.249452754,0.902794395,-0.023069109,-0.216440737,0.153412893,-0.201791358,0.005223497,0.005223497,0.003884135,0.251159238,-0.079957915,-0.086555956,-0.102850325,-0.093006264,0.009975766,-0.100266042,-0.073064958,-0.017249188,0.09980646,-0.09607963
pct_could_not_get_tested,0.131436149,0.128719717,0.15070263,0.129092812,0.1153199,0.120015324,0.133707816,0.187705322,0.136041831,0.133239293,-0.003579377,0.003251133,0.127283742,0.183905863,0.132220782,0.127801362,0.066266728,0.096883604,0.124293421,0.042931862,0.12408775,0.17950618,0.053726239,0.106022782,0.126023499,0.037549901,-0.101711487,0.117911125,-0.043344293,-0.196048014,-0.022047866,1,-0.164304979,0.056074092,0.120489698,0.003012174,0.003010775,0.001632507,0.029383234,-0.067345938,-0.11042476,-0.063860483,-0.073193427,-0.039871177,-0.084066893,-0.067673428,-0.124968766,0.103195882,-0.098975542,0.116656062,0.11455261,0.138102015,0.116074264,0.039685764,0.108950208,0.133546601,0.182397789,0.124299793,0.119375956,-0.003802864,0.003168405,0.113564114,0.17787942,0.119553571,0.117277316,0.066776251,0.095600372,0.121246409,0.040951442,0.124264573,0.160657322,0.051426279,0.102824204,0.115185301,0.031927314,-0.103230007,0.116869987,-0.029504953,-0.172295459,-0.011394023,0.85994146,0.025823141,0.063743964,0.114861862,0.003067128,0.003067128,0.001517455,0.026940821,-0.07119544,-0.108764628,-0.068849894,-0.078486839,-0.037972601,-0.086839684,-0.067371225,-0.124126929,0.104608052,-0.100969188
pct_did_not_try_to_get_tested,-0.127703132,-0.131872576,-0.160999051,-0.158803853,-0.334285249,-0.149145338,-0.039083071,0.199766102,0.003213871,-0.067541204,-0.005315805,-0.003155963,-0.127321227,0.228694124,0.033057814,-0.040475993,0.031015178,0.220401154,0.372134346,0.101333647,-0.002705553,0.005031574,-0.045650094,0.018907703,-0.173055158,0.173881782,-0.272186361,0.210210349,-0.518580926,-0.877777058,-0.45924488,-0.164304979,1,-0.225446117,0.41076011,0.00108447,0.001083028,-0.010286183,-0.437039646,-0.030536671,-0.010357394,-0.015309047,-0.027990509,0.080236904,0.031363446,-0.035188252,0.027126758,0.001638022,-0.013730122,-0.131493722,-0.135188218,-0.164299091,-0.159103552,-0.403118495,-0.151577028,-0.052747465,0.181517063,-0.009192689,-0.072446775,-0.005426053,-0.003530333,-0.133489614,0.208844775,0.020738346,-0.047425105,0.015900255,0.205349133,0.349895777,0.084841539,-0.016914669,-0.010460667,-0.059239749,-0.000735406,-0.170853381,0.153957018,-0.247661061,0.186799524,-0.467434846,-0.793752697,-0.397254123,-0.065905025,0.608656729,-0.208455628,0.393398006,0.00108275,0.00108275,-0.010666455,-0.423024434,-0.018582339,0.00641077,0.002389639,-0.009526667,0.070467653,0.039528174,-0.021886817,0.027710764,-0.012195609,0.000851071
pct_worked_outside_home,0.139721288,0.143693332,0.116233289,0.163437032,0.325858747,0.191705495,0.223218985,0.014920541,-0.135496755,0.071877553,0.004411719,-0.002754893,0.143912546,-0.041938929,-0.151006037,0.075442498,0.218040339,0.067872286,-0.157688343,-0.164221626,0.182474257,0.186440355,0.166710591,0.278284995,0.105361019,-0.300907817,-0.027344044,0.020810423,0.146056458,0.169166274,0.147555369,0.056074092,-0.225446117,1,-0.763892964,0.008007493,0.00799567,0.001725876,0.351273772,-0.443251771,-0.637589826,-0.439089196,-0.468849955,-0.108563463,-0.569086804,-0.459487961,-0.511913427,0.591917524,-0.585979552,0.149927141,0.153250258,0.139640999,0.170761675,0.379566369,0.193984308,0.23418249,0.040363933,-0.101531873,0.09780804,0.004425264,-0.002765526,0.156966966,-0.016981306,-0.124689608,0.094109211,0.221598576,0.069990615,-0.144553057,-0.138603236,0.194395743,0.200404056,0.176124688,0.279188444,0.126414366,-0.277478522,-0.044413531,0.038853493,0.153710612,0.215509278,0.15734916,0.062988123,-0.077422167,0.966493465,-0.763313117,0.007957987,0.007957987,0.001626095,0.347250343,-0.464411983,-0.640958201,-0.463027167,-0.495061538,-0.090541944,-0.570897961,-0.469073629,-0.5141733,0.603808756,-0.600159601
pct_avoid_contact_all_or_most_time,0.005521684,0.002704215,0.042183489,-0.014406177,-0.146900698,-0.037566309,-0.013147233,0.316849239,0.233362442,0.029198792,-0.006219607,0.00169153,0.008397635,0.35271571,0.237234473,0.019831448,-0.08653361,0.183410634,0.432806283,0.192150038,0.01335635,0.050295334,-0.061164713,-0.103763081,0.021856968,0.356901961,-0.220293969,0.209060898,-0.187712578,-0.437216684,-0.218594018,0.120489698,0.41076011,-0.763892964,1,-0.009102451,-0.009063467,0.001129923,-0.296284838,0.272440346,0.34867582,0.245337246,0.288598039,0.079057755,0.355410848,0.253482378,0.312205806,-0.359847612,0.348450245,-0.023455508,-0.026028133,0.002347284,-0.036883746,-0.332133005,-0.05497809,-0.033822164,0.277057043,0.186062821,-0.005692533,-0.006231759,0.0011558,-0.023210632,0.312353226,0.196115919,-0.009886374,-0.100325509,0.169883221,0.406528215,0.161165535,-0.007080731,0.010294535,-0.083484321,-0.119238179,-0.013244607,0.323104851,-0.192724311,0.178036608,-0.174284424,-0.433209173,-0.196570249,0.154956976,0.357057838,-0.735884666,0.978003884,-0.009086103,-0.009086103,0.001217407,-0.302444791,0.288705355,0.359203219,0.266928385,0.311287647,0.058731477,0.355680888,0.266281671,0.312452325,-0.372336288,0.361434481
mean_outside_hh_contact_at_work_ct,-0.000493722,-0.000309942,-0.001953457,-0.002279654,-0.001935904,-0.003589852,-0.003903921,-0.003050502,-0.000990938,0.002713587,-3.63E-05,0,-0.001711202,-0.002296944,-0.000757088,0.003408673,-0.004152925,-0.003995866,-0.005514449,-0.006260628,-0.003348717,-0.001984992,-0.000861599,-0.002512863,-0.003268861,-0.002196397,0.006322752,-0.00569144,0.001152934,-0.004405497,0.00524245,0.003012174,0.00108447,0.008007493,-0.009102451,1,0.99993608,0,0.000492238,-0.001017844,-0.004563332,-0.000779446,0.001064613,-0.004759788,-0.002723571,-0.001363645,-0.003182778,0.002036817,-0.001966426,-3.99E-05,5.78E-05,-0.001393951,-0.001968311,-0.001508341,-0.003175021,-0.00353235,-0.0033373,0.001688568,0.004281952,-3.46E-05,0,-0.001250434,-0.002816186,0.000636131,0.004267499,-0.004095435,-0.003700729,-0.00470284,-0.005412354,-0.003158039,-0.001765905,4.85E-05,-0.003037869,-0.002866959,-0.001463041,0.006280902,-0.005425879,0.000710135,-0.004309385,0.003596071,-0.000296832,-0.003869016,0.007705388,-0.007240996,0.992181523,0.992181523,0,0.001506371,-0.001000551,-0.004484381,-0.000196343,0.000545235,-0.004413649,-0.002449702,-0.000962209,-0.002486552,0.002236001,-0.001883777
mean_outside_hh_contact_shopping_ct,-0.000482581,-0.00030441,-0.001944565,-0.002267043,-0.001932403,-0.003571487,-0.003903389,-0.003049169,-0.001000679,0.002702251,-3.60E-05,0,-0.00169635,-0.002294599,-0.000772274,0.00341364,-0.004164813,-0.003991074,-0.005496792,-0.00626343,-0.003352955,-0.001987392,-0.000863024,-0.002520541,-0.003258832,-0.002218669,0.00631486,-0.005695322,0.001164865,-0.004408154,0.005248189,0.003010775,0.001083028,0.00799567,-0.009063467,0.99993608,1,0,0.000487793,-0.001027471,-0.004566725,-0.000782516,0.001055803,-0.004757457,-0.002739163,-0.001358644,-0.003202493,0.002049318,-0.001970049,-2.41E-05,6.99E-05,-0.001379688,-0.001948931,-0.001508301,-0.003151112,-0.003529066,-0.003326433,0.001680092,0.00425934,-3.44E-05,0,-0.001230775,-0.002806284,0.000615504,0.004273821,-0.00411082,-0.00369855,-0.004683449,-0.005410229,-0.003158006,-0.001763764,5.20E-05,-0.003027683,-0.002853247,-0.001480616,0.006267442,-0.005425056,0.000720374,-0.004309777,0.003594233,-0.000290893,-0.003860455,0.007689506,-0.007210474,0.992217033,0.992217033,0,0.001489798,-0.001007653,-0.004486362,-0.000197246,0.00054161,-0.00440587,-0.002464863,-0.000950493,-0.002499747,0.002241642,-0.001882328
mean_outside_hh_contact_in_social_gatherings_ct,-0.000152448,-0.0019872,0.00053537,0.001033113,0.002572685,0.001883234,0.001589911,9.09E-06,-0.001914797,0.001493581,-3.36E-05,0,-0.001468057,-0.00051704,-0.002931802,-0.000475062,-0.00146776,-0.003298809,-0.00400174,-0.007958424,0.000549438,0.00308153,-0.003305354,0.001344669,3.57E-06,-0.004223814,0.003593414,-0.002122588,0.006429262,0.009062809,0.003613733,0.001632507,-0.010286183,0.001725876,0.001129923,0,0,0,0.002976472,-0.005057219,-0.004973862,-0.00393868,-0.005535819,0.00059114,-0.005129284,-0.004581503,-0.00671068,0.006440428,-0.006401909,-0.000203939,-0.001540721,0.000545894,-0.000295598,0.002945104,0.0025136,0.00276795,0.001713958,-0.001269011,0.001604935,-3.20E-05,0,-0.001408069,0.00049618,-0.002138714,-0.001221072,-0.002694359,-0.003731747,-0.004359327,-0.009427603,0.000980386,0.003682604,-0.003272115,0.00087362,-7.74E-05,-0.004281769,0.00333304,-0.002662401,0.004164917,0.008226529,0.004593197,0.000364332,-0.006008133,0.003259798,0.001480142,0,0,0,0.003288475,-0.005517452,-0.005184149,-0.004253729,-0.00581651,0.002596725,-0.004657026,-0.004720483,-0.006217742,0.00570942,-0.006419717
pct_contact_covid_positive,0.218572508,0.222113539,0.293067158,0.280637318,0.564363206,0.28026099,0.221768416,0.060072449,0.050944995,0.129697171,0.002929001,-0.001737436,0.220303513,-0.001039144,-0.000753996,0.091548355,0.144172066,0.038742884,-0.128007418,-0.050051601,0.17286008,0.173331656,0.193264244,0.164207414,0.297246849,-0.120559522,-0.003731035,0.027156712,0.474549726,0.313826152,0.262366613,0.029383234,-0.437039646,0.351273772,-0.296284838,0.000492238,0.000487793,0.002976472,1,-0.172179531,-0.247644079,-0.184025958,-0.177295952,-0.066056872,-0.235064482,-0.174038341,-0.164426196,0.235048651,-0.222151986,0.218616428,0.221321823,0.296403108,0.278657077,0.559105754,0.28011631,0.231190813,0.077019956,0.070426521,0.143386555,0.003216261,-0.001521129,0.224286764,0.016366183,0.013232171,0.100518792,0.150944215,0.041092515,-0.1165267,-0.033249755,0.184315392,0.179745407,0.198567274,0.170052678,0.295204436,-0.10921128,-0.016977355,0.042720393,0.462662058,0.325576041,0.26025031,0.032105973,-0.17342231,0.298272628,-0.273218105,0.000361918,0.000361918,0.00322535,0.956307589,-0.182756895,-0.253459348,-0.198630524,-0.193075045,-0.053281925,-0.241119323,-0.182716717,-0.169423518,0.242595389,-0.232979323
pct_diabetes,-0.136778163,-0.153662894,-0.157947722,-0.147132627,-0.290740216,-0.20618102,-0.504065873,-0.174172063,0.148991703,-0.013218265,-0.001112408,0.005585736,-0.169766948,-0.103600274,0.163978956,-0.022797667,-0.557814281,-0.32305431,-0.146318313,0.136351903,-0.49864627,-0.30051395,-0.444593416,-0.468377929,-0.137006579,0.031834464,0.428382534,-0.356589885,0.004427369,0.08667575,-0.07875602,-0.067345938,-0.030536671,-0.443251771,0.272440346,-0.001017844,-0.001027471,-0.005057219,-0.172179531,1,0.735541808,0.823145302,0.882891797,-0.432779423,0.759253701,0.697947273,0.250359836,-0.866510568,0.869855814,-0.148344173,-0.162825325,-0.18116605,-0.163145961,-0.26910408,-0.21305404,-0.504127862,-0.204353767,0.106045531,-0.055377966,-0.001236546,0.00553473,-0.180344224,-0.130916721,0.133559857,-0.051673122,-0.541481904,-0.312437748,-0.145435995,0.103295441,-0.492239886,-0.307672805,-0.440376993,-0.457915099,-0.159134872,0.034941595,0.435599809,-0.364299392,-0.043639487,-0.005697878,-0.118489576,-0.151270538,-0.189035864,-0.321306262,0.364407123,-0.001134586,-0.001134586,-0.005192735,-0.183738869,0.987917358,0.729900432,0.821818498,0.8796506,-0.429127398,0.749770702,0.683240285,0.273877442,-0.857914513,0.864134994
pct_cancer,-0.17937395,-0.192529808,-0.192039813,-0.19888621,-0.359240092,-0.255047257,-0.489300327,-0.229613159,0.119013254,-0.055299627,-0.000590239,0.006784333,-0.206890714,-0.152478749,0.139591439,-0.060768994,-0.504452772,-0.334460826,-0.12122103,0.149524929,-0.467021957,-0.344369514,-0.409051102,-0.478291921,-0.163906949,0.118799036,0.385750057,-0.328291221,-0.04309577,0.094513561,-0.083126628,-0.11042476,-0.010357394,-0.637589826,0.34867582,-0.004563332,-0.004566725,-0.004973862,-0.247644079,0.735541808,1,0.768795574,0.807846698,-0.2584191,0.787388938,0.698399012,0.393900071,-0.863972147,0.870715767,-0.185454794,-0.196547903,-0.210440292,-0.208640494,-0.321511625,-0.256211001,-0.48672774,-0.253353471,0.080010032,-0.090871446,-0.000670631,0.006897761,-0.21306967,-0.173597501,0.111879878,-0.083147751,-0.485974611,-0.318902573,-0.116621206,0.118784057,-0.458743648,-0.344860705,-0.404133732,-0.46314659,-0.181903926,0.116291493,0.387231041,-0.330560209,-0.103913526,-0.038530488,-0.142130433,-0.214235629,-0.262778824,-0.600012993,0.326090474,-0.004701802,-0.004701803,-0.005176077,-0.252256004,0.735812766,0.985337185,0.774314111,0.810584817,-0.257435223,0.777115579,0.687041103,0.413843562,-0.857814397,0.867642583
pct_heart_disease,-0.156368442,-0.175350293,-0.179471249,-0.16553355,-0.309904554,-0.227981066,-0.512887599,-0.187717448,0.16077537,0.022444461,-0.003391777,0.009164221,-0.192307421,-0.122132425,0.183814862,0.013038762,-0.551618834,-0.341667077,-0.124627752,0.114502267,-0.506573845,-0.306035979,-0.460640216,-0.477166324,-0.153460914,0.002109399,0.401098956,-0.356159524,-0.023031704,0.080312364,-0.099661794,-0.063860483,-0.015309047,-0.439089196,0.245337246,-0.000779446,-0.000782516,-0.00393868,-0.184025958,0.823145302,0.768795574,1,0.86826258,-0.473708161,0.793255233,0.731187016,0.13251611,-0.844571184,0.876227419,-0.161756284,-0.177684245,-0.19486173,-0.176571947,-0.280789679,-0.229275799,-0.503203639,-0.208876497,0.119637467,-0.017211471,-0.003448222,0.009041679,-0.196122937,-0.142156079,0.153263448,-0.015163195,-0.526872944,-0.322198307,-0.117155475,0.084193464,-0.490993672,-0.305466478,-0.448553873,-0.457385095,-0.168990103,0.007591474,0.396528533,-0.35252032,-0.090652779,-0.058263681,-0.155113982,-0.18444269,-0.27216824,-0.430413037,0.22666549,-0.000891323,-0.000891323,-0.004094641,-0.193257746,0.807111226,0.758429503,0.986344655,0.852770737,-0.460483025,0.775146599,0.704400476,0.159078466,-0.827667714,0.861386698
pct_high_blood_pressure,-0.149406443,-0.170874303,-0.17745508,-0.16065146,-0.326799889,-0.230165893,-0.566322763,-0.196562727,0.150871164,-0.020943022,-0.003046188,0.007543482,-0.187578081,-0.119664969,0.164951786,-0.033360307,-0.640187638,-0.371591731,-0.182640973,0.137115311,-0.565012453,-0.341196089,-0.512568517,-0.528399435,-0.153756194,0.03521609,0.489113506,-0.41574987,0.005837857,0.088698371,-0.089590743,-0.073193427,-0.027990509,-0.468849955,0.288598039,0.001064613,0.001055803,-0.005535819,-0.177295952,0.882891797,0.807846698,0.86826258,1,-0.488523729,0.826573496,0.740482421,0.262886652,-0.949352461,0.94277012,-0.16164035,-0.179687014,-0.20074403,-0.178481422,-0.302503785,-0.236905638,-0.563479035,-0.227192002,0.103973425,-0.066342926,-0.003039707,0.007499376,-0.198301464,-0.147240661,0.132242628,-0.063845051,-0.618401073,-0.356712146,-0.177799958,0.101228031,-0.55409851,-0.347117657,-0.505368745,-0.514225478,-0.175517927,0.039155545,0.494101988,-0.420148492,-0.077558609,-0.073819813,-0.163817556,-0.218810274,-0.339111199,-0.459753574,0.272649783,0.00085,0.00085,-0.005806444,-0.189114752,0.874054569,0.798322052,0.865593999,0.991647368,-0.480714902,0.813509292,0.723238601,0.289856944,-0.936083825,0.933357301
pct_asthma,0.067571398,0.081835262,0.106331484,0.044003656,0.104356216,0.083456839,0.369005407,0.169213366,0.080022411,0.081045635,0.00144503,-0.008943244,0.094727844,0.149251157,0.073784386,0.096864268,0.506895751,0.336405698,0.253546172,0.132797601,0.398562832,0.191741985,0.420760122,0.341065177,0.084370196,0.224720346,-0.433752693,0.424416733,-0.084436955,-0.060491129,0.009230215,-0.039871177,0.080236904,-0.108563463,0.079057755,-0.004759788,-0.004757457,0.00059114,-0.066056872,-0.432779423,-0.2584191,-0.473708161,-0.488523729,1,-0.255459947,-0.299978242,0.315202704,0.271390153,-0.307511112,0.065024341,0.076622315,0.104161067,0.046433198,0.08340217,0.078310215,0.352320594,0.174327416,0.087670971,0.086308489,0.001336313,-0.008696819,0.08814249,0.155285102,0.075988007,0.095411313,0.483481196,0.321485606,0.242088848,0.139459771,0.378086618,0.181966362,0.39897537,0.322276475,0.08314893,0.203898148,-0.419392254,0.410432037,-0.017040879,0.076016059,0.074005006,0.095221638,0.319143813,-0.071024451,0.067716122,-0.004181695,-0.004181695,0.00075357,-0.057931237,-0.411841509,-0.249104656,-0.451275272,-0.460400364,0.957675448,-0.242705221,-0.275704366,0.287469021,0.256368008,-0.293196881
pct_chronic_lung_disease,-0.117373587,-0.13406332,-0.120764164,-0.1408373,-0.289893699,-0.201842325,-0.427130719,-0.088255768,0.275987259,0.084149041,-0.005038217,0.008570745,-0.147188958,-0.009943103,0.287892792,0.076215017,-0.445511667,-0.22464491,-0.031639378,0.22726913,-0.408811922,-0.260942873,-0.354030022,-0.408972786,-0.106633783,0.147246748,0.289180487,-0.217083579,-0.051976535,0.039870822,-0.100093015,-0.084066893,0.031363446,-0.569086804,0.355410848,-0.002723571,-0.002739163,-0.005129284,-0.235064482,0.759253701,0.787388938,0.793255233,0.826573496,-0.255459947,1,0.706899685,0.396802242,-0.859383112,0.88604947,-0.132769503,-0.146961778,-0.148685879,-0.160976498,-0.285395824,-0.212020178,-0.42965573,-0.11898018,0.224953401,0.033871346,-0.005032497,0.008551977,-0.161461533,-0.037215808,0.249287006,0.038029758,-0.430467808,-0.213269719,-0.030613532,0.190611978,-0.404609698,-0.271920075,-0.356096096,-0.40012846,-0.133241556,0.143022679,0.295013697,-0.225179447,-0.105360633,-0.064430256,-0.144975787,-0.175611758,-0.184035158,-0.549883001,0.327574397,-0.002705937,-0.002705937,-0.005393392,-0.244644048,0.755000395,0.78334602,0.799982087,0.827413717,-0.255301805,0.983833403,0.695099222,0.414387961,-0.852415385,0.881347462
pct_kidney_disease,-0.124609007,-0.140734764,-0.135894438,-0.135490248,-0.259383628,-0.187565825,-0.415389059,-0.149939636,0.166348882,0.029054043,-0.001363118,0.005166691,-0.152569651,-0.09117825,0.175759301,0.015828056,-0.433223188,-0.266173097,-0.097275688,0.145102587,-0.406623935,-0.264951308,-0.350251683,-0.391070814,-0.113519746,0.07347561,0.321965477,-0.267818851,-0.01133256,0.095563052,-0.073957039,-0.067673428,-0.035188252,-0.459487961,0.253482378,-0.001363645,-0.001358644,-0.004581503,-0.174038341,0.697947273,0.698399012,0.731187016,0.740482421,-0.299978242,0.706899685,1,0.261890207,-0.750008713,0.779683426,-0.128990554,-0.142426194,-0.151856994,-0.145125607,-0.233311859,-0.189151956,-0.411697146,-0.170963939,0.128764796,-0.008170578,-0.001226972,0.005284857,-0.156170963,-0.110292557,0.148123193,-0.011050828,-0.415810976,-0.25233729,-0.092810382,0.116430362,-0.397715644,-0.265648841,-0.344179238,-0.375974977,-0.130455456,0.073898912,0.324012043,-0.269683254,-0.068337921,-0.020811052,-0.121917628,-0.16433516,-0.232605938,-0.445260357,0.231742108,-0.001333482,-0.001333482,-0.004739998,-0.180650106,0.689119804,0.690124931,0.728210807,0.734635308,-0.294954776,0.693126545,0.968834239,0.280685806,-0.738968361,0.770720369
pct_autoimmune_disorder,0.002675231,0.004158205,0.039432575,-0.031212862,-0.066668173,-0.039562845,-0.012612521,0.034290406,0.19079672,0.004791488,-0.003837515,-0.002280766,0.009392852,0.076010675,0.18057832,0.009004463,0.045939406,0.091783198,0.111404387,0.328173939,0.016583465,-0.06534052,0.093419473,-0.049105485,0.029100792,0.320736868,-0.051199334,0.137624371,-0.023582486,0.028576352,-0.011148906,-0.124968766,0.027126758,-0.511913427,0.312205806,-0.003182778,-0.003202493,-0.00671068,-0.164426196,0.250359836,0.393900071,0.13251611,0.262886652,0.315202704,0.396802242,0.261890207,1,-0.445783679,0.425652847,-0.01801619,-0.017125698,0.006514328,-0.050841421,-0.086495633,-0.057305417,-0.03965493,0.00743994,0.159820692,-0.022861099,-0.003487586,-0.00199354,-0.014532486,0.058403313,0.158078891,-0.011963741,0.029860055,0.079561427,0.096605027,0.302492983,-0.005845927,-0.085570524,0.067008184,-0.066993233,-0.000494214,0.300861418,-0.019734179,0.109261595,-0.025169602,0.03869099,-0.010899015,-0.09589522,0.037043535,-0.462970304,0.296734448,-0.002568302,-0.002568302,-0.006975529,-0.16756179,0.275820446,0.399082105,0.164046385,0.301714577,0.290240617,0.407839186,0.279751227,0.971883167,-0.460188072,0.442948849
pct_no_above_medical_conditions,0.156570749,0.174739802,0.17495747,0.177538598,0.345678352,0.240740215,0.52137182,0.186052726,-0.183054384,0.012771235,0.003831793,-0.006109263,0.188327407,0.104021167,-0.199545128,0.019585,0.554590281,0.31640647,0.118412654,-0.199341447,0.507862971,0.335702158,0.440553981,0.494161297,0.154057003,-0.119888927,-0.412335431,0.333302312,0.028077826,-0.080867609,0.097969444,0.103195882,0.001638022,0.591917524,-0.359847612,0.002036817,0.002049318,0.006440428,0.235048651,-0.866510568,-0.863972147,-0.844571184,-0.949352461,0.271390153,-0.859383112,-0.750008713,-0.445783679,1,-0.959987873,0.170390923,0.185777823,0.202125008,0.196342578,0.323571029,0.249794322,0.523978976,0.219027103,-0.132990308,0.061323028,0.003763564,-0.006150968,0.202176049,0.132266197,-0.163708737,0.053363342,0.537946595,0.304694311,0.117889229,-0.161533562,0.502449087,0.344449488,0.439596478,0.483776475,0.17945682,-0.118004422,-0.423451147,0.343163812,0.100486727,0.062734195,0.162138379,0.223462179,0.284630694,0.570835428,-0.332713105,0.002075242,0.002075242,0.006701763,0.244713557,-0.86422768,-0.854880058,-0.848526075,-0.951529901,0.274682497,-0.849638658,-0.737281435,-0.46443028,0.990186069,-0.955371403
pct_multiple_medical_conditions,-0.148140841,-0.166045011,-0.160381291,-0.168622461,-0.327723426,-0.233937334,-0.509116307,-0.171541766,0.204824702,0.008803087,-0.002901782,0.00633708,-0.180907315,-0.093036366,0.218865934,-0.000275336,-0.54279552,-0.310738939,-0.11275828,0.205849485,-0.496447858,-0.327336501,-0.429638773,-0.488040505,-0.139281935,0.114176505,0.400711806,-0.321239026,-0.019756408,0.090370159,-0.093790175,-0.098975542,-0.013730122,-0.585979552,0.348450245,-0.001966426,-0.001970049,-0.006401909,-0.222151986,0.869855814,0.870715767,0.876227419,0.94277012,-0.307511112,0.88604947,0.779683426,0.425652847,-0.959987873,1,-0.161459918,-0.176566201,-0.186675295,-0.186501399,-0.305220131,-0.241207457,-0.510221429,-0.203311061,0.154170548,-0.040336054,-0.002951727,0.006359022,-0.193464376,-0.120843229,0.18195346,-0.034857328,-0.524863662,-0.297434885,-0.110838754,0.167895145,-0.489920131,-0.334690457,-0.427256777,-0.475435237,-0.164083743,0.112601668,0.409050987,-0.32915373,-0.09704426,-0.062688524,-0.161297526,-0.226995539,-0.30673795,-0.589348608,0.295840445,-0.001931145,-0.001931145,-0.006630785,-0.231873289,0.865280181,0.860866266,0.877629042,0.94175938,-0.307272515,0.872712019,0.763437694,0.445478263,-0.949592543,0.99169487
